K,n,seed,gamma,eps,kappa,tau,small_time_s,small_success,small_eta,mcp_time_s,mcp_success,mcp_eta
30,20,302139,0.5,0.01,5,6,489.58674470800906,True,0.008759761408920763,2.0610344999004155,False,
30,20,302140,0.5,0.01,5,6,122.23785070795566,True,0.006304216458492107,1.1399897921364754,True,-4.589661983800397e-13
30,20,302141,0.5,0.01,5,6,835.0732322921976,False,0.0136013324445039,1.1392521657980978,True,6.661338147750939e-16
30,20,302142,0.5,0.01,5,6,117.35279649985023,True,0.0021429622844602036,1.098353249952197,True,5.248024237403115e-13
30,50,305123,0.5,0.01,8,6,1265.0655604579952,False,,12.4199287078809,False,
30,50,305124,0.5,0.01,8,6,1211.493778207805,False,0.015290455215955512,7.111192625015974,True,-9.441336601412331e-13
30,50,305125,0.5,0.01,8,6,1284.0366776250303,False,0.013106650200922054,10.493452416965738,False,
30,50,305126,0.5,0.01,8,6,1281.467148374999,False,,11.093310125172138,False,
30,50,305127,0.5,0.01,8,6,1285.7759692498948,False,0.022140700653416223,11.194701749831438,False,
30,50,305128,0.5,0.01,8,6,1272.9276883748826,False,0.03667233156348482,10.901603416074067,False,
30,50,305129,0.5,0.01,8,6,1564.5382634161506,False,0.021362321163205134,10.809453500201926,False,
30,50,305130,0.5,0.01,8,6,1287.0864368330222,False,0.035935218027705274,6.380937916925177,True,7.510658761589184e-13
30,50,305131,0.5,0.01,8,6,1461.4929798750672,False,0.03262496134023507,10.966268999967724,False,
30,50,305132,0.5,0.01,8,6,1255.119739916874,False,,10.420682791853324,False,
30,50,305133,0.5,0.01,8,6,1262.9972594170831,False,0.038043632677681516,10.317712457850575,False,
30,50,305134,0.5,0.01,8,6,1294.2040961668827,False,0.029590258640137868,10.825981125002727,False,
30,50,305135,0.5,0.01,8,6,1502.6515670421068,False,0.052898392873448885,6.648919665953144,True,-5.393796520536398e-12
