,sample,gamma,x,y,in_sample_payoff1,in_sample_payoff2,oos_mean1,oos_std1,oos_min1,oos_mean2,oos_std2,oos_min2
79,7,0.2,[0.824 0.176],[0.824 0.176],0.9845760000162544,0.9845760000134687,1.9073992128297155,1.1415380780103164,0.030975999996672526,1.9073992128226451,1.141538078004831,0.030975999996672526
80,7,0.30000000000000004,[0.836 0.164],[0.836 0.164],0.9972960000906814,0.9972960000780148,1.9286505889612602,1.151379409863452,0.0268959999807012,1.9286505889291121,1.1513794098388688,0.0268959999807012
81,7,0.4,[0.848 0.152],[0.848 0.152],1.0103040003410961,1.0103040003008843,1.95003381179512,1.1613963822388789,0.02310399993163121,1.9500338116930622,1.1613963821620006,0.02310399993163121
82,7,0.5,[0.86 0.14],[0.86 0.14],1.0236000009988233,1.0236000008998327,1.9715488817141185,1.1716023640262387,0.019599999816551587,1.9715488814628814,1.1716023638399231,0.019599999816551587
83,7,0.6000000000000001,[0.872 0.128],[0.872 0.128],1.037184002498496,1.0371840022940109,1.9931957994226757,1.1820107407101705,0.016383999585754653,1.9931957989036924,1.1820107403315094,0.016383999585754653
84,7,0.7000000000000001,[0.884 0.116],[0.884 0.116],1.0510560056376104,1.0510560052675577,2.014974566191013,1.1926348918387413,0.013455999166557417,2.01497456525182,1.1926348911649858,0.013455999166557417
85,7,0.8,[0.896 0.104],[0.896 0.104],1.0652160118684155,1.0652160112710312,2.03688518429862,1.203488168300637,0.01081599845525407,2.036885182782459,1.203488167231945,0.01081599845525407
86,7,0.9,[0. 1.],[0. 1.],0.7999999896456628,0.7999999896456628,0.7634999901180793,0.4249326362211446,0.0,0.7634999901180793,0.4249326362211446,0.0
87,7,1.0,[0. 1.],[0. 1.],0.7999999884166117,0.7999999884166117,0.7634999889451037,0.4249326355683147,0.0,0.7634999889451037,0.4249326355683147,0.0
88,8,0.0,[0. 1.],[0. 1.],0.7999999463554921,0.7999999463554921,0.7634999488030225,0.4249326132268863,0.0,0.7634999488030225,0.4249326132268863,0.0
89,8,0.1,[0. 1.],[0. 1.],0.7999999941005648,0.7999999941005648,0.7634999943697267,0.42493263858743613,0.0,0.7634999943697267,0.42493263858743613,0.0
90,8,0.2,[0. 1.],[0. 1.],0.7999999939751951,0.7999999939751951,0.7634999942500768,0.42493263852084406,0.0,0.7634999942500768,0.42493263852084406,0.0
91,8,0.30000000000000004,[0. 1.],[0. 1.],0.7999999937679967,0.7999999937679967,0.763499994052332,0.4249326384107874,0.0,0.763499994052332,0.4249326384107874,0.0
92,8,0.4,[0. 1.],[0. 1.],0.7999999934765615,0.7999999934765615,0.7634999937741932,0.4249326382559869,0.0,0.7634999937741932,0.4249326382559869,0.0
93,8,0.5,[0. 1.],[0. 1.],0.7999999930975783,0.7999999930975783,0.7634999934125012,0.424932638054684,0.0,0.7634999934125012,0.424932638054684,0.0
94,8,0.6000000000000001,[0. 1.],[0. 1.],0.7999999926268611,0.7999999926268611,0.7634999929632605,0.4249326378046551,0.0,0.7634999929632605,0.4249326378046551,0.0
95,8,0.7000000000000001,[0. 1.],[0. 1.],0.7999999920593854,0.7999999920593854,0.7634999924216758,0.42493263750323146,0.0,0.7634999924216758,0.42493263750323146,0.0
96,8,0.8,[0. 1.],[0. 1.],0.7999999702254604,0.7999999702254604,0.7634999715839236,0.4249326259057972,0.0,0.7634999715839236,0.4249326259057972,0.0
97,8,0.9,[0. 1.],[0. 1.],0.7999999675765941,0.7999999675765941,0.7634999690559118,0.42493262449881,0.0,0.7634999690559118,0.42493262449881,0.0
98,8,1.0,[0. 1.],[0. 1.],0.7999999645413535,0.7999999645413535,0.7634999661591543,0.42493262288659395,0.0,0.7634999661591543,0.42493262288659395,0.0
99,9,0.0,[0.222 0.778],[0.222 0.778],0.5333333333333699,0.5333333333332886,1.0107740740741489,0.6362825102238453,0.1481481481481792,1.0107740740739424,0.6362825102236486,0.1481481481481792
100,9,0.1,[0.201 0.799],[0.201 0.799],0.5127876397094355,0.5127876397104949,0.985032949811543,0.6134816773729823,0.12102783256507266,0.9850329498142317,0.613481677375512,0.12102783256507266
101,9,0.2,[0.181 0.819],[0.181 0.819],0.4952293856490948,0.49522938575802844,0.961571310059357,0.5922769920356722,0.09835898988720258,0.9615713103358304,0.592276992291875,0.09835898988720258
102,9,0.30000000000000004,[0.163 0.837],[0.163 0.837],0.48018707368081065,0.48018707486677425,0.9401064131497242,0.5726051737038723,0.07941231949786892,0.9401064161596998,0.5726051764453015,0.07941231949786892
103,9,0.4,[0.146 0.854],[0.146 0.854],0.46727440311710833,0.4672744094304875,0.9203996407012782,0.5544025793090378,0.06359272012415954,0.9203996567246344,0.5544025936208679,0.06359272012415954
104,9,0.5,[0.13 0.87],[0.13 0.87],0.45617283950617055,0.4561728395061691,0.9022483539094602,0.5376056320963829,0.05041152263374692,0.9022483539094567,0.5376056320963798,0.05041152263374692
105,9,0.6000000000000001,[0.115 0.885],[0.115 0.885],0.4466181054269703,0.4466181057936382,0.8854793564938344,0.5221510407941484,0.03946506279987067,0.8854793574244378,0.5221510415880544,0.03946506279987067
106,9,0.7000000000000001,[0. 1.],[0. 1.],0.39999999999998437,0.39999999999998437,0.7634999999999702,0.4249326417209978,0.0,0.7634999999999702,0.4249326417209978,0.0
107,9,0.8,[1. 0.],[1. 0.],2.40000000000387,2.40000000000387,2.2323000000036,1.3090976701551063,0.0,2.2323000000036,1.3090976701551063,0.0
108,9,0.9,[0.075 0.925],[0.075 0.925],0.42520184544390716,0.4252018454439132,0.8420765538892251,0.48321844675687636,0.016948609509155207,0.8420765538892403,0.48321844675688835,0.016948609509155207
109,9,1.0,[0.063 0.937],[0.063 0.937],0.4199546485259075,0.4199546485259221,0.8295359788356375,0.47251441155639334,0.012093726379432401,0.8295359788356745,0.4725144115564212,0.012093726379432401
110,10,0.0,[0. 1.],[0. 1.],0.8000000043211121,0.8000000043211121,0.7635000041239611,0.4249326440162413,0.0,0.7635000041239611,0.4249326440162413,0.0
111,10,0.1,[0. 1.],[0. 1.],0.8000000018817622,0.8000000018817622,0.7635000017959066,0.4249326427205421,0.0,0.7635000017959066,0.4249326427205421,0.0
112,10,0.2,[0. 1.],[0. 1.],0.8000000019080801,0.8000000019080801,0.763500001821024,0.4249326427345213,0.0,0.763500001821024,0.4249326427345213,0.0
113,10,0.30000000000000004,[0. 1.],[0. 1.],0.8000000019596886,0.8000000019596886,0.7635000018702777,0.4249326427619339,0.0,0.7635000018702777,0.4249326427619339,0.0
114,10,0.4,[0. 1.],[0. 1.],0.8000000020358968,0.8000000020358968,0.763500001943009,0.4249326428024132,0.0,0.763500001943009,0.4249326428024132,0.0
115,10,0.5,[0. 1.],[0. 1.],0.8000000021360066,0.8000000021360066,0.7635000020385513,0.424932642855588,0.0,0.7635000020385513,0.424932642855588,0.0
116,10,0.6000000000000001,[0. 1.],[0. 1.],0.8000000022592881,0.8000000022592881,0.7635000021562082,0.42493264292107097,0.0,0.7635000021562082,0.42493264292107097,0.0
117,10,0.7000000000000001,[0. 1.],[0. 1.],0.8000000024049537,0.8000000024049537,0.763500002295228,0.42493264299844363,0.0,0.763500002295228,0.42493264299844363,0.0
118,10,0.8,[0. 1.],[0. 1.],0.8000000025721382,0.8000000025721382,0.7635000024547842,0.4249326430872463,0.0,0.7635000024547842,0.4249326430872463,0.0
119,10,0.9,[0. 1.],[0. 1.],0.800000002759877,0.800000002759877,0.7635000026339578,0.42493264318696683,0.0,0.7635000026339578,0.42493264318696683,0.0
120,10,1.0,[0. 1.],[0. 1.],0.8000000029670897,0.8000000029670897,0.7635000028317165,0.424932643297031,0.0,0.7635000028317165,0.424932643297031,0.0
121,11,0.0,[0. 1.],[0. 1.],0.7999999463554921,0.7999999463554921,0.7634999488030225,0.4249326132268863,0.0,0.7634999488030225,0.4249326132268863,0.0
122,11,0.1,[0. 1.],[0. 1.],0.7999999941005648,0.7999999941005648,0.7634999943697267,0.42493263858743613,0.0,0.7634999943697267,0.42493263858743613,0.0
123,11,0.2,[0. 1.],[0. 1.],0.7999999939751951,0.7999999939751951,0.7634999942500768,0.42493263852084406,0.0,0.7634999942500768,0.42493263852084406,0.0
124,11,0.30000000000000004,[0. 1.],[0. 1.],0.7999999937679967,0.7999999937679967,0.763499994052332,0.4249326384107874,0.0,0.763499994052332,0.4249326384107874,0.0
125,11,0.4,[0. 1.],[0. 1.],0.7999999934765615,0.7999999934765615,0.7634999937741932,0.4249326382559869,0.0,0.7634999937741932,0.4249326382559869,0.0
126,11,0.5,[0. 1.],[0. 1.],0.7999999930975783,0.7999999930975783,0.7634999934125012,0.424932638054684,0.0,0.7634999934125012,0.424932638054684,0.0
127,11,0.6000000000000001,[0. 1.],[0. 1.],0.7999999926268611,0.7999999926268611,0.7634999929632605,0.4249326378046551,0.0,0.7634999929632605,0.4249326378046551,0.0
128,11,0.7000000000000001,[0. 1.],[0. 1.],0.7999999920593854,0.7999999920593854,0.7634999924216758,0.42493263750323146,0.0,0.7634999924216758,0.42493263750323146,0.0
129,11,0.8,[0. 1.],[0. 1.],0.7999999702254604,0.7999999702254604,0.7634999715839236,0.4249326259057972,0.0,0.7634999715839236,0.4249326259057972,0.0
130,11,0.9,[0. 1.],[0. 1.],0.7999999675765941,0.7999999675765941,0.7634999690559118,0.42493262449881,0.0,0.7634999690559118,0.42493262449881,0.0
131,11,1.0,[0. 1.],[0. 1.],0.7999999645413535,0.7999999645413535,0.7634999661591543,0.42493262288659395,0.0,0.7634999661591543,0.42493262288659395,0.0
132,12,0.0,[0. 1.],[0. 1.],0.7999999954506269,0.7999999954506269,0.7634999956581918,0.42493263930454295,0.0,0.7634999956581918,0.42493263930454295,0.0
133,12,0.1,[0. 1.],[0. 1.],0.8000000083221388,0.8000000083221388,0.7635000079424409,0.42493264614144993,0.0,0.7635000079424409,0.42493264614144993,0.0
134,12,0.2,[0. 1.],[0. 1.],0.8000000084413996,0.8000000084413996,0.7635000080562607,0.42493264620479715,0.0,0.7635000080562607,0.42493264620479715,0.0
135,12,0.30000000000000004,[0. 1.],[0. 1.],0.8000000086461589,0.8000000086461589,0.7635000082516782,0.4249326463135584,0.0,0.7635000082516782,0.4249326463135584,0.0
136,12,0.4,[0. 1.],[0. 1.],0.8000000089375268,0.8000000089375268,0.7635000085297518,0.42493264646832285,0.0,0.7635000085297518,0.42493264646832285,0.0
137,12,0.5,[0. 1.],[0. 1.],0.7999999999999038,0.7999999999999038,0.7634999999999079,0.42493264172096334,0.0,0.7634999999999079,0.42493264172096334,0.0
138,12,0.6000000000000001,[0. 1.],[0. 1.],0.7999999960775577,0.7999999960775577,0.7634999962565192,0.4249326396375472,0.0,0.7634999962565192,0.4249326396375472,0.0
139,12,0.7000000000000001,[0. 1.],[0. 1.],0.7999999999999965,0.7999999999999965,0.763499999999997,0.42493264172101247,0.0,0.763499999999997,0.42493264172101247,0.0
140,12,0.8,[0. 1.],[0. 1.],0.7999999998659939,0.7999999998659939,0.7634999998721079,0.4249326416498349,0.0,0.7634999998721079,0.4249326416498349,0.0
141,12,0.9,[0.84 0.16],[0.84 0.16],2.1172881239970307,2.1172881239970316,1.9359360776464765,1.1547788236935066,0.02556901912612239,1.9359360776464776,1.154778823693507,0.02556901912612239
142,12,1.0,[0. 1.],[0. 1.],0.7999999999999999,0.7999999999999999,0.7635,0.42493264172101436,0.0,0.7635,0.42493264172101436,0.0
143,13,0.0,[0.6 0.4],[0.6 0.4],1.4399999999981026,1.4400000000007678,1.5349079999982582,0.9739144888199092,0.16000000000092354,1.5349080000016404,0.9739144888230523,0.16000000000092354
144,13,0.1,[0.541 0.459],[0.541 0.459],1.3249931353801285,1.3249931386736713,1.4440498544941096,0.9291795763670732,0.21091906910313957,1.444049858673615,0.9291795803513279,0.21091906910313957
145,13,0.2,[0.49 0.51],[0.49 0.51],1.2314863258025999,1.231486325802545,1.3683045089179202,0.8887639305033531,0.2604518430439304,1.3683045089178512,0.8887639305032858,0.2604518430439304
146,13,0.30000000000000004,[0. 1.],[0. 1.],0.599999986160271,0.599999986160271,0.7634999823889445,0.42493263191942665,0.0,0.7634999823889445,0.42493263191942665,0.0
147,13,0.4,[1. 0.],[1. 0.],2.3999999447583154,2.3999999447583154,2.2322999486183273,1.309097640021011,0.0,2.2322999486183273,1.309097640021011,0.0
148,13,0.5,[0. 1.],[0. 1.],0.5999999851958144,0.5999999851958144,0.7634999811616736,0.42493263123637826,0.0,0.7634999811616736,0.42493263123637826,0.0
149,13,0.6000000000000001,[1. 0.],[1. 0.],2.3999999883799212,2.3999999883799212,2.232299989191874,1.3090976638147378,0.0,2.232299989191874,1.3090976638147378,0.0
150,13,0.7000000000000001,[0. 1.],[0. 1.],0.5999999837161527,0.5999999837161527,0.7634999792788045,0.4249326301884506,0.0,0.7634999792788045,0.4249326301884506,0.0
151,13,0.8,[0. 1.],[0. 1.],0.5999999827706614,0.5999999827706614,0.7634999780756664,0.42493262951883376,0.0,0.7634999780756664,0.42493262951883376,0.0
152,13,0.9,[0. 1.],[0. 1.],0.5999999816798868,0.5999999816798868,0.7634999766876557,0.4249326287463241,0.0,0.7634999766876557,0.4249326287463241,0.0
153,13,1.0,[1. 0.],[1. 0.],2.3999999999942236,2.3999999999942236,2.232299999994627,1.3090976701498442,0.0,2.232299999994627,1.3090976701498442,0.0
154,14,0.0,[0.222 0.778],[0.222 0.778],0.5333333333333699,0.5333333333332886,1.0107740740741489,0.6362825102238453,0.1481481481481792,1.0107740740739424,0.6362825102236486,0.1481481481481792
155,14,0.1,[0.201 0.799],[0.201 0.799],0.5127876397094355,0.5127876397104949,0.985032949811543,0.6134816773729823,0.12102783256507266,0.9850329498142317,0.613481677375512,0.12102783256507266
156,14,0.2,[0.181 0.819],[0.181 0.819],0.4952293856490948,0.49522938575802844,0.961571310059357,0.5922769920356722,0.09835898988720258,0.9615713103358304,0.592276992291875,0.09835898988720258
157,14,0.30000000000000004,[0.163 0.837],[0.163 0.837],0.48018707368081065,0.48018707486677425,0.9401064131497242,0.5726051737038723,0.07941231949786892,0.9401064161596998,0.5726051764453015,0.07941231949786892
158,14,0.4,[0.146 0.854],[0.146 0.854],0.46727440311710833,0.4672744094304875,0.9203996407012782,0.5544025793090378,0.06359272012415954,0.9203996567246344,0.5544025936208679,0.06359272012415954
159,14,0.5,[0.13 0.87],[0.13 0.87],0.45617283950617055,0.4561728395061691,0.9022483539094602,0.5376056320963829,0.05041152263374692,0.9022483539094567,0.5376056320963798,0.05041152263374692
160,14,0.6000000000000001,[0.115 0.885],[0.115 0.885],0.4466181054269703,0.4466181057936382,0.8854793564938344,0.5221510407941484,0.03946506279987067,0.8854793574244378,0.5221510415880544,0.03946506279987067
161,14,0.7000000000000001,[0. 1.],[0. 1.],0.39999999999998437,0.39999999999998437,0.7634999999999702,0.4249326417209978,0.0,0.7634999999999702,0.4249326417209978,0.0
162,14,0.8,[1. 0.],[1. 0.],2.40000000000387,2.40000000000387,2.2323000000036,1.3090976701551063,0.0,2.2323000000036,1.3090976701551063,0.0
163,14,0.9,[0.075 0.925],[0.075 0.925],0.42520184544390716,0.4252018454439132,0.8420765538892251,0.48321844675687636,0.016948609509155207,0.8420765538892403,0.48321844675688835,0.016948609509155207
164,14,1.0,[0.063 0.937],[0.063 0.937],0.4199546485259075,0.4199546485259221,0.8295359788356375,0.47251441155639334,0.012093726379432401,0.8295359788356745,0.4725144115564212,0.012093726379432401
165,15,0.0,[0. 1.],[0. 1.],0.7999999954506269,0.7999999954506269,0.7634999956581918,0.42493263930454295,0.0,0.7634999956581918,0.42493263930454295,0.0
166,15,0.1,[0. 1.],[0. 1.],0.8000000083221388,0.8000000083221388,0.7635000079424409,0.42493264614144993,0.0,0.7635000079424409,0.42493264614144993,0.0
167,15,0.2,[0. 1.],[0. 1.],0.8000000084413996,0.8000000084413996,0.7635000080562607,0.42493264620479715,0.0,0.7635000080562607,0.42493264620479715,0.0
168,15,0.30000000000000004,[0. 1.],[0. 1.],0.8000000086461589,0.8000000086461589,0.7635000082516782,0.4249326463135584,0.0,0.7635000082516782,0.4249326463135584,0.0
169,15,0.4,[0. 1.],[0. 1.],0.8000000089375268,0.8000000089375268,0.7635000085297518,0.42493264646832285,0.0,0.7635000085297518,0.42493264646832285,0.0
170,15,0.5,[0. 1.],[0. 1.],0.7999999999999038,0.7999999999999038,0.7634999999999079,0.42493264172096334,0.0,0.7634999999999079,0.42493264172096334,0.0
171,15,0.6000000000000001,[0. 1.],[0. 1.],0.7999999960775577,0.7999999960775577,0.7634999962565192,0.4249326396375472,0.0,0.7634999962565192,0.4249326396375472,0.0
172,15,0.7000000000000001,[0. 1.],[0. 1.],0.7999999999999965,0.7999999999999965,0.763499999999997,0.42493264172101247,0.0,0.763499999999997,0.42493264172101247,0.0
173,15,0.8,[0. 1.],[0. 1.],0.7999999998659939,0.7999999998659939,0.7634999998721079,0.4249326416498349,0.0,0.7634999998721079,0.4249326416498349,0.0
174,15,0.9,[0.84 0.16],[0.84 0.16],2.1172881239970307,2.1172881239970316,1.9359360776464765,1.1547788236935066,0.02556901912612239,1.9359360776464776,1.154778823693507,0.02556901912612239
175,15,1.0,[0. 1.],[0. 1.],0.7999999999999999,0.7999999999999999,0.7635,0.42493264172101436,0.0,0.7635,0.42493264172101436,0.0
176,16,0.0,[0. 1.],[0. 1.],0.5999999152246802,0.5999999152246802,0.7634998921234057,0.42493258168134673,0.0,0.7634998921234057,0.42493258168134673,0.0
177,16,0.1,[0. 1.],[0. 1.],0.5999999864804908,0.5999999864804908,0.7634999827964247,0.42493263214621324,0.0,0.7634999827964247,0.42493263214621324,0.0
178,16,0.2,[0. 1.],[0. 1.],0.5999999862525599,0.5999999862525599,0.7634999825063824,0.4249326319847877,0.0,0.7634999825063824,0.4249326319847877,0.0
179,16,0.30000000000000004,[0. 1.],[0. 1.],0.5999999858782802,0.5999999858782802,0.7634999820301118,0.4249326317197149,0.0,0.7634999820301118,0.4249326317197149,0.0
180,16,0.4,[0. 1.],[0. 1.],0.5999999853563542,0.5999999853563542,0.7634999813659605,0.42493263135007603,0.0,0.7634999813659605,0.42493263135007603,0.0
181,16,0.5,[0. 1.],[0. 1.],0.5999999846851396,0.5999999846851396,0.7634999805118404,0.4249326308747077,0.0,0.7634999805118404,0.4249326308747077,0.0
182,16,0.6000000000000001,[0. 1.],[0. 1.],0.5999999462916659,0.5999999462916659,0.7634999316561448,0.4249326036836406,0.0,0.7634999316561448,0.4249326036836406,0.0
183,16,0.7000000000000001,[0. 1.],[0. 1.],0.5999999432144785,0.5999999432144785,0.7634999277404241,0.4249326015043117,0.0,0.7634999277404241,0.4249326015043117,0.0
184,16,0.8,[0. 1.],[0. 1.],0.5999999396632482,0.5999999396632482,0.763499923221483,0.4249325989892555,0.0,0.763499923221483,0.4249325989892555,0.0
185,16,0.9,[0. 1.],[0. 1.],0.5999999356370526,0.5999999356370526,0.7634999180981495,0.4249325961378189,0.0,0.7634999180981495,0.4249325961378189,0.0
186,16,1.0,[1. 0.],[1. 0.],3.0000008811325776,3.0000011927570047,2.232300655650751,1.3090980546491966,0.0,2.232300919285017,1.3090982092534342,0.0
187,17,0.0,[0. 1.],[0. 1.],0.8000000043211121,0.8000000043211121,0.7635000041239611,0.4249326440162413,0.0,0.7635000041239611,0.4249326440162413,0.0
188,17,0.1,[0. 1.],[0. 1.],0.8000000018817622,0.8000000018817622,0.7635000017959066,0.4249326427205421,0.0,0.7635000017959066,0.4249326427205421,0.0
189,17,0.2,[0. 1.],[0. 1.],0.8000000019080801,0.8000000019080801,0.763500001821024,0.4249326427345213,0.0,0.763500001821024,0.4249326427345213,0.0
190,17,0.30000000000000004,[0. 1.],[0. 1.],0.8000000019596886,0.8000000019596886,0.7635000018702777,0.4249326427619339,0.0,0.7635000018702777,0.4249326427619339,0.0
191,17,0.4,[0. 1.],[0. 1.],0.8000000020358968,0.8000000020358968,0.763500001943009,0.4249326428024132,0.0,0.763500001943009,0.4249326428024132,0.0
192,17,0.5,[0. 1.],[0. 1.],0.8000000021360066,0.8000000021360066,0.7635000020385513,0.424932642855588,0.0,0.7635000020385513,0.424932642855588,0.0
193,17,0.6000000000000001,[0. 1.],[0. 1.],0.8000000022592881,0.8000000022592881,0.7635000021562082,0.42493264292107097,0.0,0.7635000021562082,0.42493264292107097,0.0
194,17,0.7000000000000001,[0. 1.],[0. 1.],0.8000000024049537,0.8000000024049537,0.763500002295228,0.42493264299844363,0.0,0.763500002295228,0.42493264299844363,0.0
195,17,0.8,[0. 1.],[0. 1.],0.8000000025721382,0.8000000025721382,0.7635000024547842,0.4249326430872463,0.0,0.7635000024547842,0.4249326430872463,0.0
196,17,0.9,[0. 1.],[0. 1.],0.800000002759877,0.800000002759877,0.7635000026339578,0.42493264318696683,0.0,0.7635000026339578,0.42493264318696683,0.0
197,17,1.0,[0. 1.],[0. 1.],0.8000000029670897,0.8000000029670897,0.7635000028317165,0.424932643297031,0.0,0.7635000028317165,0.424932643297031,0.0
198,18,0.0,[0. 1.],[0. 1.],1.000000008716652,1.000000008716652,0.7635000066551638,0.4249326454250044,0.0,0.7635000066551638,0.4249326454250044,0.0
199,18,0.1,[0. 1.],[0. 1.],1.0000000087890617,1.0000000087890617,0.7635000067104487,0.4249326454557736,0.0,0.7635000067104487,0.4249326454557736,0.0
200,18,0.2,[0. 1.],[0. 1.],1.0000000014991335,1.0000000014991335,0.7635000011445885,0.4249326423580452,0.0,0.7635000011445885,0.4249326423580452,0.0
201,18,0.30000000000000004,[0. 1.],[0. 1.],1.0000000015489434,1.0000000015489434,0.7635000011826184,0.424932642379211,0.0,0.7635000011826184,0.424932642379211,0.0
202,18,0.4,[0. 1.],[0. 1.],1.0000000016186104,1.0000000016186104,0.7635000012358091,0.4249326424088148,0.0,0.7635000012358091,0.4249326424088148,0.0
203,18,0.5,[0. 1.],[0. 1.],1.0000000017081456,1.0000000017081456,0.763500001304169,0.4249326424468613,0.0,0.763500001304169,0.4249326424468613,0.0
204,18,0.6000000000000001,[0. 1.],[0. 1.],1.0000000018175612,1.0000000018175612,0.7635000013877079,0.4249326424933555,0.0,0.7635000013877079,0.4249326424933555,0.0
205,18,0.7000000000000001,[0. 1.],[0. 1.],1.00000000194687,1.00000000194687,0.7635000014864352,0.42493264254830293,0.0,0.7635000014864352,0.42493264254830293,0.0
206,18,0.8,[0. 1.],[0. 1.],1.000000002096086,1.000000002096086,0.7635000016003618,0.42493264261170977,0.0,0.7635000016003618,0.42493264261170977,0.0
207,18,0.9,[0. 1.],[0. 1.],1.0000000022652265,1.0000000022652265,0.7635000017295004,0.424932642683583,0.0,0.7635000017295004,0.424932642683583,0.0
208,18,1.0,[0. 1.],[0. 1.],1.0000000249344072,1.0000000249344072,0.7635000190374198,0.424932652316458,0.0,0.7635000190374198,0.424932652316458,0.0
209,19,0.0,[0. 1.],[0. 1.],1.0000000000000029,1.0000000000000029,0.7635000000000025,0.4249326417210156,0.0,0.7635000000000025,0.4249326417210156,0.0
210,19,0.1,[0. 1.],[0. 1.],1.0000000000000917,1.0000000000000917,0.7635000000000702,0.42493264172105344,0.0,0.7635000000000702,0.42493264172105344,0.0
211,19,0.2,[0. 1.],[0. 1.],1.0000000000000973,1.0000000000000973,0.7635000000000743,0.4249326417210557,0.0,0.7635000000000743,0.4249326417210557,0.0
212,19,0.30000000000000004,[0. 1.],[0. 1.],1.0000000000001068,1.0000000000001068,0.7635000000000814,0.42493264172105977,0.0,0.7635000000000814,0.42493264172105977,0.0
213,19,0.4,[0. 1.],[0. 1.],0.9999999999999999,0.9999999999999999,0.7635,0.42493264172101436,0.0,0.7635,0.42493264172101436,0.0
214,19,0.5,[0. 1.],[0. 1.],1.0,1.0,0.7635,0.42493264172101447,0.0,0.7635,0.42493264172101447,0.0
215,19,0.6000000000000001,[0. 1.],[0. 1.],1.0,1.0,0.7635,0.42493264172101447,0.0,0.7635,0.42493264172101447,0.0
216,19,0.7000000000000001,[0. 1.],[0. 1.],1.0000000000001994,1.0000000000001994,0.7635000000001521,0.4249326417210991,0.0,0.7635000000001521,0.4249326417210991,0.0
217,19,0.8,[0. 1.],[0. 1.],1.000000000000193,1.000000000000193,0.7635000000001475,0.42493264172109635,0.0,0.7635000000001475,0.42493264172109635,0.0
218,19,0.9,[0. 1.],[0. 1.],1.0000000000002933,1.0000000000002933,0.7635000000002239,0.4249326417211391,0.0,0.7635000000002239,0.4249326417211391,0.0
219,19,1.0,[0. 1.],[0. 1.],0.9999999999999999,0.9999999999999999,0.7635,0.42493264172101436,0.0,0.7635,0.42493264172101436,0.0
220,20,0.0,[0.429 0.571],[0.429 0.571],0.7714285714286794,0.7714285714289263,1.2808714285715221,0.8374538444416606,0.32653061224513513,1.2808714285721485,0.8374538444422752,0.32653061224513513
221,20,0.1,[0.409 0.591],[0.409 0.591],0.7522419950521949,0.7522419950539233,1.2533582704993809,0.8200897030118347,0.34947040688876263,1.253358270503767,0.8200897030161457,0.34947040688876263
222,20,0.2,[0.39 0.61],[0.39 0.61],0.7352740997689348,0.7352740998514313,1.2279335608843995,0.8034699507625231,0.37164345576048097,1.2279335610937756,0.8034699509685967,0.37164345576048097
223,20,0.30000000000000004,[0.373 0.627],[0.373 0.627],0.7202287294914719,0.720228730331663,1.2043733414771207,0.7875532876527532,0.3930575330855404,1.2043733436095263,0.7875532897528643,0.3930575330855404
224,20,0.4,[0.357 0.643],[0.357 0.643],0.7068558799832579,0.7068558843699614,1.1824840718197216,0.7723035035162215,0.3818842830486418,1.1824840829531749,0.7723035144805672,0.3818842830486418
225,20,0.5,[0.341 0.659],[0.341 0.659],0.6949434600645119,0.6949434757913422,1.1620976880033118,0.7576880932523959,0.34979174699896504,1.1620977279180076,0.7576881325353105,0.34979174699896504
226,20,0.6000000000000001,[1. 0.],[1. 0.],1.8000000000000043,1.8000000000000043,2.2323000000000053,1.309097670152998,0.0,2.2323000000000053,1.309097670152998,0.0
227,20,0.7000000000000001,[1. 0.],[1. 0.],1.800000000000004,1.800000000000004,2.2323000000000053,1.309097670152998,0.0,2.2323000000000053,1.309097670152998,0.0
228,20,0.8,[1. 0.],[1. 0.],1.8000000000000045,1.8000000000000045,2.2323000000000053,1.309097670152998,0.0,2.2323000000000053,1.309097670152998,0.0
229,20,0.9,[1. 0.],[1. 0.],1.7999999853566795,1.7999999853566795,2.232299981839842,1.3090976595032524,0.0,2.232299981839842,1.3090976595032524,0.0
230,20,1.0,[1. 0.],[1. 0.],1.7999999842915129,1.7999999842915129,2.2322999805188575,1.3090976587285816,0.0,2.2322999805188575,1.3090976587285816,0.0
231,21,0.0,[0. 1.],[0. 1.],0.7999999954506269,0.7999999954506269,0.7634999956581918,0.42493263930454295,0.0,0.7634999956581918,0.42493263930454295,0.0
232,21,0.1,[0. 1.],[0. 1.],0.8000000083221388,0.8000000083221388,0.7635000079424409,0.42493264614144993,0.0,0.7635000079424409,0.42493264614144993,0.0
233,21,0.2,[0. 1.],[0. 1.],0.8000000084413996,0.8000000084413996,0.7635000080562607,0.42493264620479715,0.0,0.7635000080562607,0.42493264620479715,0.0
234,21,0.30000000000000004,[0. 1.],[0. 1.],0.8000000086461589,0.8000000086461589,0.7635000082516782,0.4249326463135584,0.0,0.7635000082516782,0.4249326463135584,0.0
235,21,0.4,[0. 1.],[0. 1.],0.8000000089375268,0.8000000089375268,0.7635000085297518,0.42493264646832285,0.0,0.7635000085297518,0.42493264646832285,0.0
236,21,0.5,[0. 1.],[0. 1.],0.7999999999999038,0.7999999999999038,0.7634999999999079,0.42493264172096334,0.0,0.7634999999999079,0.42493264172096334,0.0
237,21,0.6000000000000001,[0. 1.],[0. 1.],0.7999999960775577,0.7999999960775577,0.7634999962565192,0.4249326396375472,0.0,0.7634999962565192,0.4249326396375472,0.0
