risk,K,n,seed,gamma,alpha,entropy_kappa,smoothing_tau,step_size,theta_step_size,step_decay,max_iter,minibatch_size,regret_tolerance,record_every,certify_every,method,continuation_stage,stage_iteration,iteration,start_index,start_iteration,selected_stage,stage_improvement,stage_relative_improvement,stage_termination_reason,continuation_stop_reason,residual_norm,objective,eta,regret1,regret2,theta1,theta2
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,2100,2100,2,400,True,nan,nan,max_iter,,0.716120140470478,0.25641402779372857,0.015814771918072013,0.003234602251241614,0.015814771918072013,-1725.3984066684288,-1675.6547234731866
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,2200,2200,2,500,True,nan,nan,max_iter,,0.7110312446875674,0.2527827154609757,0.01433863758428644,0.0035665729561273896,0.01433863758428644,-1725.3984066684288,-1675.6547234731866
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,2300,2300,2,600,True,nan,nan,max_iter,,0.7100734532021448,0.25210215447120926,0.013533167668608237,0.0037771636435761646,0.013533167668608237,-1725.3984066684288,-1675.6547234731866
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,2400,2400,2,700,True,nan,nan,max_iter,,0.70956907423132,0.2517441355527463,0.012932049298675752,0.0038774102417459266,0.012932049298675752,-1725.3984066684288,-1675.6547234731866
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,2500,2500,2,800,True,nan,nan,max_iter,,0.7092502084433886,0.2515179290884951,0.01245019251502022,0.003976830687657085,0.01245019251502022,-1725.3984066684288,-1675.6547234731866
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,2600,2600,2,900,True,nan,nan,max_iter,,0.7090356026707537,0.2513657429273395,0.0120754553312159,0.004055593199797425,0.0120754553312159,-1725.3984066684288,-1675.6547234731866
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,2700,2700,2,1000,True,nan,nan,max_iter,,0.7088832996722741,0.2512577662771256,0.011784408667248503,0.004111206261921407,0.011784408667248503,-1725.3984066684288,-1675.6547234731866
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,2800,2800,2,1100,True,nan,nan,max_iter,,0.7087701074620658,0.25117753261589415,0.0115539980117767,0.004151967397943324,0.0115539980117767,-1725.3984066684288,-1675.6547234731866
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,2900,2900,2,1200,True,nan,nan,max_iter,,0.7086826281048278,0.25111553368878287,0.011365316541460557,0.004183059767243424,0.011365316541460557,-1725.3984066684288,-1675.6547234731866
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,3000,3000,2,1300,True,nan,nan,max_iter,,0.7086127893177264,0.2510660425923243,0.011207264569752073,0.0042059609329194725,0.011207264569752073,-1725.3984066684288,-1675.6547234731866
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,3100,3100,2,1400,True,nan,nan,max_iter,,0.708555512866067,0.2510254574064476,0.011073220874136647,0.004223363506334787,0.011073220874136647,-1725.3984066684288,-1675.6547234731866
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,3200,3200,2,1500,True,nan,nan,max_iter,,0.7085074705786323,0.2509914179328657,0.010955368610143346,0.004239068258623191,0.010955368610143346,-1725.3984066684288,-1675.6547234731866
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,3300,3300,2,1600,True,nan,nan,max_iter,,0.7084664012778578,0.2509623208697993,0.010851801104372227,0.004251986046667211,0.010851801104372227,-1725.3984066684288,-1675.6547234731866
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,3400,3400,2,1700,True,nan,nan,max_iter,,0.708430721019203,0.2509370432418939,0.01075908064165254,0.004265709136862084,0.01075908064165254,-1725.3984066684288,-1675.6547234731866
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,3500,3500,2,1800,True,nan,nan,max_iter,,0.7083992911872161,0.2509147778772751,0.01067461890398691,0.004280855319404919,0.01067461890398691,-1725.3984066684288,-1675.6547234731866
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,3600,3600,2,1900,True,nan,nan,max_iter,,0.708371274927683,0.2508949315713356,0.010597448361235107,0.00429803064989176,0.010597448361235107,-1725.3984066684288,-1675.6547234731866
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,3700,3700,2,2000,True,nan,nan,max_iter,,0.7083460451109395,0.2508770598121545,0.010527226383633459,0.004315409915463531,0.010527226383633459,-1725.3984066684288,-1675.6547234731866
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,3700,3700,3,0,True,nan,nan,max_iter,,0.4883999563714083,0.11926725869179677,0.09702274143553336,0.08890225324633233,0.09702274143553336,0.4998371530781398,0.49303147432624084
