K,n,seed,gamma,entropy_kappa,smoothing_tau,step_size,step_decay,max_iter,minibatch_size,regret_tolerance,record_every,certify_every,method,iteration,residual_norm,objective,eta,regret1,regret2
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,325,0.06757511278166689,0.0022831979337275,0.014102565099577191,0.013284211579212057,0.014102565099577191
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,350,0.06750512860414759,0.002278471193931253,0.014099315725700223,0.013280211488678806,0.014099315725700223
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,375,0.0674376886181121,0.002273920923076723,0.014096187566781604,0.013276356453693738,0.014096187566781604
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,400,0.06737254238915516,0.0022695297339892545,0.014093168680601731,0.013272632197723955,0.014093168680601731
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,425,0.06730947803881136,0.0022652829169286146,0.014090248963883278,0.013269026642130588,0.014090248963883278
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,450,0.06724831441360744,0.0022611678957357014,0.014087419778758437,0.013265529459769554,0.014087419778758437
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,475,0.06718889518758006,0.0022571738182638095,0.014084673671465875,0.01326213173880647,0.014084673671465875
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,500,0.06713108434496615,0.0022532912426654794,0.01408200415688432,0.013258825725207923,0.01408200415688432
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,525,0.06707476266769964,0.002249511893464117,0.01407940555099596,0.013255604622511907,0.01407940555099596
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,550,0.06701982496733837,0.0022458284693263357,0.014076872838859278,0.01325246243403283,0.014076872838859278
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,575,0.06696617787722142,0.00224223448974183,0.014074401569302952,0.013249393837002799,0.014074401569302952
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,600,0.06691373807220703,0.0022387241713979645,0.014071987770018113,0.01324639408108752,0.014071987770018113
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,625,0.06686243081894182,0.0022352923275088905,0.014069627878412372,0.013243458905743188,0.014069627878412372
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,650,0.0668121887846134,0.00223193428509541,0.014067318684797325,0.013240584472309413,0.014067318684797325
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,675,0.06676295104999826,0.002228645816452232,0.014065057285316929,0.013237767307746118,0.014065057285316929
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,700,0.06671466228554554,0.002225423081937196,0.01406284104265254,0.013235004257666383,0.01406284104265254
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,725,0.06666727205874368,0.0022222625818772725,0.014060667552991513,0.013232292446851646,0.014060667552991513
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,750,0.06662073424807242,0.002219161115876145,0.014058534618078267,0.013229629245843588,0.014058534618078267
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,775,0.06657500654415507,0.0022161157481771455,0.014056440221422939,0.013227012242506109,0.014056440221422939
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,800,0.06653005002275841,0.0022131237780153683,0.014054382507939889,0.013224439217684514,0.014054382507939889
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,825,0.06648582877738232,0.0022101827141077,0.014052359766425493,0.013221908124260162,0.014052359766425493
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,850,0.06644230960158296,0.0022072902525963013,0.01405037041440893,0.01321941706904034,0.01405037041440893
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,875,0.06639946171303862,0.002204444257890641,0.014048412984994374,0.013216964297028733,0.014048412984994374
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,900,0.06635725651284434,0.0022016427459557114,0.014046486115381784,0.013214548177703456,0.014046486115381784
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,925,0.06631566737469088,0.0021988838696753205,0.014044588536814673,0.013212167192998447,0.014044588536814673
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,950,0.0662746694595128,0.002196165905983839,0.014042719065741172,0.01320981992673742,0.014042719065741172
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,975,0.06623423955194514,0.0021934872445122273,0.014040876596015384,0.013207505055310598,0.014040876596015384
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,full_batch,1000,0.0661943559155292,0.002190846377535878,0.014039060091994127,0.013205221339419593,0.014039060091994127
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,0,0.06938924242737485,0.002407433482322499,0.014194061668509617,0.013391379516060287,0.014194061668509617
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,25,0.06892088580092832,0.0023750442497923016,0.014167234765283476,0.013362554029732465,0.014167234765283476
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,50,0.06869163243436885,0.002359270183249217,0.014155292814971798,0.013347341778809418,0.014155292814971798
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,75,0.06852591234510205,0.002347900331364305,0.014146614832827087,0.013336401804176445,0.014146614832827087
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,100,0.06838090758815256,0.00233797426128973,0.014139512953080913,0.01332777323870471,0.014139512953080913
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,125,0.06825932150590265,0.0023296674862230923,0.014133880009375321,0.013321307353843903,0.014133880009375321
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,150,0.06814630680023558,0.002321959565255917,0.014128620535531822,0.013314574069591523,0.014128620535531822
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,175,0.06804187086973017,0.0023148480957265174,0.014123571034600768,0.013308868931564077,0.014123571034600768
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,200,0.06794525347821993,0.002308278735109779,0.014118907324242591,0.013303800744395244,0.014118907324242591
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,225,0.06785897276439586,0.002302420092319509,0.014115349895749973,0.013298721232280486,0.014115349895749973
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,250,0.06777562562974994,0.0022967677147520084,0.014111507680821533,0.013294286372321884,0.014111507680821533
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,275,0.0676962230099385,0.0022913893049056632,0.0141076272595832,0.01328944248843611,0.0141076272595832
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,300,0.06761964047683404,0.0022862078891081462,0.014104081414539782,0.013285379449908485,0.014104081414539782
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,325,0.06755013387824621,0.0022815102934844933,0.014101085715563566,0.013281593456424934,0.014101085715563566
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,350,0.0674806836203162,0.0022768213309326056,0.014097634665085623,0.013278036284581407,0.014097634665085623
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,375,0.0674135583587576,0.0022722939252948085,0.01409484505530606,0.013273688456915178,0.01409484505530606
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,400,0.06735155825250969,0.002268116199520603,0.014092126602544108,0.01327048175546347,0.014092126602544108
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,425,0.06728818974849905,0.0022638502398150064,0.01408936121403348,0.01326685869686256,0.01408936121403348
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,450,0.06722775803062135,0.002259785724911887,0.014086540204693021,0.013263622899594651,0.014086540204693021
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,475,0.06716887352647287,0.002255828785407654,0.01408389684146688,0.013260088654408086,0.01408389684146688
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,500,0.06711133695406889,0.002251965773881286,0.014081247474088843,0.01325659318488931,0.014081247474088843
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,525,0.06705695460252918,0.0022483175802828297,0.014078602103409998,0.013253471412373152,0.014078602103409998
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,550,0.06700085479607461,0.0022445572717023367,0.014075861124302425,0.013250422245057847,0.014075861124302425
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,575,0.06694507497614831,0.0022408215317810593,0.014073274295341776,0.013247085607244968,0.014073274295341776
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,600,0.06689361657992535,0.0022373779695710316,0.014071176068144564,0.013244133972594496,0.014071176068144564
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,625,0.06684283784022742,0.0022339824852674692,0.0140687718729815,0.013241420620055011,0.0140687718729815
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,650,0.06679432517179006,0.0022307409375774134,0.01406675451467393,0.01323834011111541,0.01406675451467393
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,675,0.06674385528492495,0.002227371109147502,0.014064567346067425,0.01323520356672081,0.014064567346067425
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,700,0.06669696980356966,0.0022242428904891416,0.014062297412896996,0.013232758082386664,0.014062297412896996
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,725,0.06665077159245777,0.002221162676934988,0.014060228305465161,0.013229989272641518,0.014060228305465161
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,750,0.06660387587213241,0.002218038140595211,0.014058272757474566,0.013227663949921975,0.014058272757474566
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,775,0.06655727410092234,0.0022149353678726537,0.014056361214176027,0.013225014671664426,0.014056361214176027
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,800,0.06651155184206684,0.0022118932642199722,0.014054382861729664,0.013222237333417708,0.014054382861729664
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,825,0.06646939824024466,0.0022090904512101195,0.014052384334033274,0.013219804698269888,0.014052384334033274
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,850,0.06642619825812937,0.0022062199075141547,0.014050567458061658,0.013217178168363763,0.014050567458061658
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,875,0.06638124722629223,0.0022032349916590644,0.014048515384047833,0.013214652426464912,0.014048515384047833
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,900,0.06633839280194881,0.0022003911797728267,0.01404659586973217,0.01321215041303675,0.01404659586973217
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,925,0.06629854579956315,0.0021977485875683865,0.014044753405729082,0.013209805307483058,0.014044753405729082
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,950,0.06625726277585757,0.0021950124352745205,0.01404303301153409,0.013207515851406948,0.01404303301153409
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,975,0.06621767610894491,0.002192390314634567,0.014041304387846565,0.013205143285681509,0.014041304387846565
30,20,302123,0.5,0.05,0.02,0.3,0.5,1000,6,0.001,25,25,minibatch,1000,0.06617844114603182,0.0021897930362593985,0.014039547978392464,0.013202848272467649,0.014039547978392464
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,0,0.042062152240195,0.0008846123255386707,0.00940034226682579,0.00940034226682579,0.003913588771301324
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,25,0.041766217290417545,0.0008722084533751868,0.009389627679768475,0.009389627679768475,0.0039097466576289985
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,50,0.041626133180781406,0.0008663674817920754,0.009384557807344873,0.009384557807344873,0.003907932655516144
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,75,0.04151867001605792,0.0008618999799511535,0.009380669404654762,0.009380669404654762,0.003906543135712592
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,100,0.04142819991600844,0.0008581478741403809,0.00937739645492186,0.00937739645492186,0.003905374732915079
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,125,0.0413486190636267,0.0008548541492344566,0.009374517888419032,0.009374517888419032,0.003904348019138193
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,150,0.041276785138654105,0.0008518864956913083,0.009371919896025371,0.009371919896025371,0.003903422104284626
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,175,0.041210827276715094,0.0008491661424156224,0.009369534718598027,0.009369534718598027,0.0039025726435768515
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,200,0.04114952469199881,0.00084664169118871,0.009367318141697667,0.009367318141697667,0.0039017837515890053
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,225,0.041092028522220894,0.0008442774040355078,0.009365239421281979,0.009365239421281979,0.0039010443826387187
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,250,0.04103772022281421,0.0008420472405429873,0.009363276154987,0.009363276154987,0.0039003464880894567
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,275,0.04098613255287828,0.0008399315308210542,0.009361411420378218,0.009361411420378218,0.003899683988158209
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,300,0.040936902332753045,0.0008379149863006808,0.009359632063915546,0.009359632063915546,0.003899052157159244
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,325,0.040889740627848746,0.0008359854443063722,0.009357927621066575,0.009357927621066575,0.003898447235517244
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,350,0.040844413092392,0.0008341330404309815,0.009356289604392887,0.009356289604392887,0.003897866173985798
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,375,0.040800726537208946,0.0008323496429820531,0.00935471101706331,0.00935471101706331,0.003897306458861327
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,400,0.040758519469942675,0.000830628454690848,0.00935318601023638,0.00935318601023638,0.0038967659888865525
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,425,0.04071765525975204,0.0008289637249260064,0.009351709635501915,0.009351709635501915,0.0038962429863050874
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,450,0.040678017087895646,0.0008273505371015651,0.009350277661998141,0.009350277661998141,0.003895735931157329
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,475,0.04063950414500327,0.0008257846485758691,0.009348886438687531,0.009348886438687531,0.003895243511798041
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,500,0.04060202871827993,0.000824262368020014,0.009347532788860302,0.009347532788860302,0.003894764767154224
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,525,0.04056551392660442,0.0008227804600647687,0.009346217446561056,0.009346217446561056,0.003894299075055674
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,550,0.04052989193564377,0.0008213360701574809,0.009344936066534748,0.009344936066534748,0.003893844558603532
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,575,0.040495102534197996,0.0008199266646276045,0.009343684717336653,0.009343684717336653,0.0038934004645918563
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,600,0.040461091986256685,0.0008185499823601625,0.009342461460614404,0.009342461460614404,0.00389296612080392
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,625,0.040427812096182326,0.000817203995442113,0.009341264557869045,0.009341264557869045,0.003892538375324106
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,650,0.04039521944056628,0.000815886876825752,0.009340092442746306,0.009340092442746306,0.0038921098190117798
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,675,0.040363274731816536,0.0008145969735380497,0.009338943698081525,0.009338943698081525,0.0038916898603071903
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,700,0.04033194228687321,0.0008133327843158356,0.009337817036732254,0.009337817036732254,0.0038912780256247226
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,725,0.04030118958057714,0.0008120929408048099,0.00933671128546909,0.00933671128546909,0.00389087388329179
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,750,0.040270986867767054,0.0008108761916519332,0.009335625371343026,0.009335625371343026,0.003890477038533513
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,775,0.040241306861603814,0.0008096813889648811,0.009334558310081564,0.009334558310081564,0.003890087129204023
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,800,0.04021212445822449,0.000808507476721868,0.00933350919615683,0.00933350919615683,0.003889703822130497
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,825,0.040183416499822294,0.0008073534807990953,0.009332477194239686,0.009332477194239686,0.00388932680996934
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,850,0.040155161569793485,0.0008062185003481098,0.009331461531808138,0.009331461531808138,0.003888955808486916
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,875,0.040127339814802564,0.0008051017003063196,0.009330461492732034,0.009330461492732034,0.0038885905541984345
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,900,0.040099932789563746,0.0008040023048637648,0.0093294764116712,0.0093294764116712,0.0038882308023068246
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,925,0.040072923320893884,0.0008029195917411204,0.00932850566917276,0.00932850566917276,0.0038878763248983983
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,950,0.04004629538818562,0.0008018528871589083,0.009327548687359855,0.009327548687359855,0.003887526909358563
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,975,0.04002003401794707,0.0008008015613988204,0.00932660492612597,0.00932660492612597,0.003887186130192344
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,full_batch,1000,0.039994125190430205,0.0007997650248739019,0.009325673879768737,0.009325673879768737,0.0038868520860996236
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,0,0.042062152240195,0.0008846123255386707,0.00940034226682579,0.00940034226682579,0.003913588771301324
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,25,0.04176223841807996,0.0008720422788442768,0.009389281984574394,0.009389281984574394,0.0039095601710591454
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,50,0.041620240184375955,0.0008661221965025715,0.00938405312808449,0.00938405312808449,0.003907491662523466
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,75,0.041517078918299824,0.0008618339209541679,0.00938022463167848,0.00938022463167848,0.003906143079123181
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,100,0.04142834087968976,0.0008581537140218868,0.009376886294396258,0.009376886294396258,0.0039050129241176013
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,125,0.04134857354606041,0.0008548522671469835,0.009373969461773435,0.009373969461773435,0.003904027082067829
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,150,0.0412780398543262,0.0008519382871076712,0.009371496304637239,0.009371496304637239,0.003903195363615275
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,175,0.041213266172290354,0.0008492666542940262,0.009369215952944154,0.009369215952944154,0.00390241542494163
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,200,0.04115327524589385,0.0008467960317321498,0.0093670572148426,0.0093670572148426,0.0039017269407579658
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,225,0.04109633805419885,0.0008444545007324963,0.009364921231542866,0.009364921231542866,0.0039009877562589113
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,250,0.04104120578323451,0.0008421902860709008,0.009362887510376117,0.009362887510376117,0.0039002737133788656
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,275,0.040988898078542266,0.000840044882846563,0.009361002381428452,0.009361002381428452,0.003899579417108945
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,300,0.040939958672830956,0.0008380401080665533,0.009359226192421244,0.009359226192421244,0.003898884557490989
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,325,0.04089254469452444,0.0008361001057968395,0.009357588175930465,0.009357588175930465,0.0038983429323687924
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,350,0.04084614838656793,0.0008342039190087629,0.009355969720931945,0.009355969720931945,0.0038977337679101387
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,375,0.04080294100999118,0.0008324399975324099,0.009354339462745442,0.009354339462745442,0.0038972602930819056
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,400,0.04076165300472804,0.0008307561778389272,0.009352850136956803,0.009352850136956803,0.003896622722292409
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,425,0.040719962212201345,0.0008290576612815528,0.009351335829668739,0.009351335829668739,0.003896108396920006
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,450,0.040680070766229315,0.0008274340787727125,0.00934993076767876,0.00934993076767876,0.0038955934007481874
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,475,0.04064143241669855,0.0008258630144405378,0.00934850026260814,0.00934850026260814,0.0038951252572898554
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,500,0.04060408852760481,0.0008243460025787843,0.009347155845266186,0.009347155845266186,0.0038945716636424876
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,525,0.04056507911101425,0.0008227628216414223,0.009345778984619302,0.009345778984619302,0.003894124718817449
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,550,0.04053036847414948,0.0008213553843251651,0.009344585296266583,0.009344585296266583,0.003893632477244835
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,575,0.04049561300361104,0.0008199473362691159,0.00934332759754991,0.00934332759754991,0.0038932527229070812
100,20,1002123,0.5,0.05,0.02,0.3,0.5,1000,10,0.001,25,25,minibatch,600,0.040461788630750464,0.0008185781695997637,0.009342095824231123,0.009342095824231123,0.003892782027262065
